school_id,nces_unitid,school_name,school_website,cycling_website,research_status,evidence_url,evidence_date,evidence_snippet,discipline_evidence_text,road,mtb,mtb_xc,mtb_st,mtb_enduro,mtb_downhill,mtb_slalom,cyclocross,track,cycling_program_status,head_coach,contact_email,researcher,notes
286,123554,Saint Marys College-California,https://www.stmarys-ca.edu/,,needs-review,https://www.westerncollegiatecyclingconference.com/resources/categories-upgrades,2026-02-28,"WCCC resources list ROAD, TRACK, MOUNTAIN BIKE, and CYCLOCROSS categories, and conference About page states collegiate athletes participate in Mountain, Road, Track, and Cyclocross events.",Conference-level evidence for road/mtb/cyclocross/track disciplines.,true,true,,,,,,true,true,active,,np9@stmarys-ca.edu,chatgpt-seed,Provisional conference-level seeding. Validate team-level disciplines per school. Secondary source: https://www.westerncollegiatecyclingconference.com/resources/about-us
268,122409,San Diego State University,https://www.sdsu.edu/,,needs-review,https://www.westerncollegiatecyclingconference.com/resources/categories-upgrades,2026-02-28,"WCCC resources list ROAD, TRACK, MOUNTAIN BIKE, and CYCLOCROSS categories, and conference About page states collegiate athletes participate in Mountain, Road, Track, and Cyclocross events.",Conference-level evidence for road/mtb/cyclocross/track disciplines.,true,true,,,,,,true,true,active,,azteccycling@gmail.com,chatgpt-seed,Provisional conference-level seeding. Validate team-level disciplines per school. Secondary source: https://www.westerncollegiatecyclingconference.com/resources/about-us
287,122597,San Francisco State University,www.sfsu.edu/,,needs-review,https://www.westerncollegiatecyclingconference.com/resources/categories-upgrades,2026-02-28,"WCCC resources list ROAD, TRACK, MOUNTAIN BIKE, and CYCLOCROSS categories, and conference About page states collegiate athletes participate in Mountain, Road, Track, and Cyclocross events.",Conference-level evidence for road/mtb/cyclocross/track disciplines.,true,true,,,,,,true,true,active,,sprtclub@mail.sfsu.edu,chatgpt-seed,Provisional conference-level seeding. Validate team-level disciplines per school. Secondary source: https://www.westerncollegiatecyclingconference.com/resources/about-us
269,122755,San Jose State University,www.sjsu.edu/,,needs-review,https://www.westerncollegiatecyclingconference.com/resources/categories-upgrades,2026-02-28,"WCCC resources list ROAD, TRACK, MOUNTAIN BIKE, and CYCLOCROSS categories, and conference About page states collegiate athletes participate in Mountain, Road, Track, and Cyclocross events.",Conference-level evidence for road/mtb/cyclocross/track disciplines.,true,true,,,,,,true,true,active,,cycling@sjsustudents.com,chatgpt-seed,Provisional conference-level seeding. Validate team-level disciplines per school. Secondary source: https://www.westerncollegiatecyclingconference.com/resources/about-us
288,122889,Santa Barbara City College,www.sbcc.edu/,,needs-review,https://www.westerncollegiatecyclingconference.com/resources/categories-upgrades,2026-02-28,"WCCC resources list ROAD, TRACK, MOUNTAIN BIKE, and CYCLOCROSS categories, and conference About page states collegiate athletes participate in Mountain, Road, Track, and Cyclocross events.",Conference-level evidence for road/mtb/cyclocross/track disciplines.,true,true,,,,,,true,true,active,,collinsa@sbcc.edu,chatgpt-seed,Provisional conference-level seeding. Validate team-level disciplines per school. Secondary source: https://www.westerncollegiatecyclingconference.com/resources/about-us
289,122931,Santa Clara University,www.scu.edu/,,needs-review,https://www.westerncollegiatecyclingconference.com/resources/categories-upgrades,2026-02-28,"WCCC resources list ROAD, TRACK, MOUNTAIN BIKE, and CYCLOCROSS categories, and conference About page states collegiate athletes participate in Mountain, Road, Track, and Cyclocross events.",Conference-level evidence for road/mtb/cyclocross/track disciplines.,true,true,,,,,,true,true,active,,clubsports@scu.edu,chatgpt-seed,Provisional conference-level seeding. Validate team-level disciplines per school. Secondary source: https://www.westerncollegiatecyclingconference.com/resources/about-us
270,243744,Stanford University,www.stanford.edu/,,needs-review,https://www.westerncollegiatecyclingconference.com/resources/categories-upgrades,2026-02-28,"WCCC resources list ROAD, TRACK, MOUNTAIN BIKE, and CYCLOCROSS categories, and conference About page states collegiate athletes participate in Mountain, Road, Track, and Cyclocross events.",Conference-level evidence for road/mtb/cyclocross/track disciplines.,true,true,,,,,,true,true,active,,gtwehner@stanford.edu,chatgpt-seed,Provisional conference-level seeding. Validate team-level disciplines per school. Secondary source: https://www.westerncollegiatecyclingconference.com/resources/about-us
278,110635,University of California-Berkeley,www.berkeley.edu/,,needs-review,https://www.westerncollegiatecyclingconference.com/resources/categories-upgrades,2026-02-28,"WCCC resources list ROAD, TRACK, MOUNTAIN BIKE, and CYCLOCROSS categories, and conference About page states collegiate athletes participate in Mountain, Road, Track, and Cyclocross events.",Conference-level evidence for road/mtb/cyclocross/track disciplines.,true,true,,,,,,true,true,active,,contact@cycling.berkeley.edu,chatgpt-seed,Provisional conference-level seeding. Validate team-level disciplines per school. Secondary source: https://www.westerncollegiatecyclingconference.com/resources/about-us
271,110644,University of California-Davis,ucdavis.edu/,,needs-review,https://www.westerncollegiatecyclingconference.com/resources/categories-upgrades,2026-02-28,"WCCC resources list ROAD, TRACK, MOUNTAIN BIKE, and CYCLOCROSS categories, and conference About page states collegiate athletes participate in Mountain, Road, Track, and Cyclocross events.",Conference-level evidence for road/mtb/cyclocross/track disciplines.,true,true,,,,,,true,true,active,,cyclingclub@ucdavis.edu,chatgpt-seed,Provisional conference-level seeding. Validate team-level disciplines per school. Secondary source: https://www.westerncollegiatecyclingconference.com/resources/about-us
272,110653,University of California-Irvine,www.uci.edu/,,needs-review,https://www.westerncollegiatecyclingconference.com/resources/categories-upgrades,2026-02-28,"WCCC resources list ROAD, TRACK, MOUNTAIN BIKE, and CYCLOCROSS categories, and conference About page states collegiate athletes participate in Mountain, Road, Track, and Cyclocross events.",Conference-level evidence for road/mtb/cyclocross/track disciplines.,true,true,,,,,,true,true,active,,mettler1@msn.com,chatgpt-seed,Provisional conference-level seeding. Validate team-level disciplines per school. Secondary source: https://www.westerncollegiatecyclingconference.com/resources/about-us
273,110662,University of California-Los Angeles,www.ucla.edu/,,needs-review,https://www.westerncollegiatecyclingconference.com/resources/categories-upgrades,2026-02-28,"WCCC resources list ROAD, TRACK, MOUNTAIN BIKE, and CYCLOCROSS categories, and conference About page states collegiate athletes participate in Mountain, Road, Track, and Cyclocross events.",Conference-level evidence for road/mtb/cyclocross/track disciplines.,true,true,,,,,,true,true,active,,uclacylcing@gmail.com,chatgpt-seed,Provisional conference-level seeding. Validate team-level disciplines per school. Secondary source: https://www.westerncollegiatecyclingconference.com/resources/about-us
290,445188,University of California-Merced,ucmerced.edu/,,needs-review,https://www.westerncollegiatecyclingconference.com/resources/categories-upgrades,2026-02-28,"WCCC resources list ROAD, TRACK, MOUNTAIN BIKE, and CYCLOCROSS categories, and conference About page states collegiate athletes participate in Mountain, Road, Track, and Cyclocross events.",Conference-level evidence for road/mtb/cyclocross/track disciplines.,true,true,,,,,,true,true,active,,jgarcia715@ucmerced.edu,chatgpt-seed,Provisional conference-level seeding. Validate team-level disciplines per school. Secondary source: https://www.westerncollegiatecyclingconference.com/resources/about-us
274,110680,University of California-San Diego,www.ucsd.edu/,,needs-review,https://www.westerncollegiatecyclingconference.com/resources/categories-upgrades,2026-02-28,"WCCC resources list ROAD, TRACK, MOUNTAIN BIKE, and CYCLOCROSS categories, and conference About page states collegiate athletes participate in Mountain, Road, Track, and Cyclocross events.",Conference-level evidence for road/mtb/cyclocross/track disciplines.,true,true,,,,,,true,true,active,,wdiego@ucsd.edu,chatgpt-seed,Provisional conference-level seeding. Validate team-level disciplines per school. Secondary source: https://www.westerncollegiatecyclingconference.com/resources/about-us
275,110705,University of California-Santa Barbara,www.ucsb.edu/,,needs-review,https://www.westerncollegiatecyclingconference.com/resources/categories-upgrades,2026-02-28,"WCCC resources list ROAD, TRACK, MOUNTAIN BIKE, and CYCLOCROSS categories, and conference About page states collegiate athletes participate in Mountain, Road, Track, and Cyclocross events.",Conference-level evidence for road/mtb/cyclocross/track disciplines.,true,true,,,,,,true,true,active,,ucsbcycling.president@gmail.com,chatgpt-seed,Provisional conference-level seeding. Validate team-level disciplines per school. Secondary source: https://www.westerncollegiatecyclingconference.com/resources/about-us
276,110714,University of California-Santa Cruz,www.ucsc.edu/,,needs-review,https://www.westerncollegiatecyclingconference.com/resources/categories-upgrades,2026-02-28,"WCCC resources list ROAD, TRACK, MOUNTAIN BIKE, and CYCLOCROSS categories, and conference About page states collegiate athletes participate in Mountain, Road, Track, and Cyclocross events.",Conference-level evidence for road/mtb/cyclocross/track disciplines.,true,true,,,,,,true,true,active,,ucsccycling@gmail.com,chatgpt-seed,Provisional conference-level seeding. Validate team-level disciplines per school. Secondary source: https://www.westerncollegiatecyclingconference.com/resources/about-us
277,182290,University of Nevada-Reno,www.unr.edu/,,needs-review,https://www.westerncollegiatecyclingconference.com/resources/categories-upgrades,2026-02-28,"WCCC resources list ROAD, TRACK, MOUNTAIN BIKE, and CYCLOCROSS categories, and conference About page states collegiate athletes participate in Mountain, Road, Track, and Cyclocross events.",Conference-level evidence for road/mtb/cyclocross/track disciplines.,true,true,,,,,,true,true,active,,qlucassd3@gmail.com,chatgpt-seed,Provisional conference-level seeding. Validate team-level disciplines per school. Secondary source: https://www.westerncollegiatecyclingconference.com/resources/about-us
279,123961,University of Southern California,www.usc.edu/,,needs-review,https://www.westerncollegiatecyclingconference.com/resources/categories-upgrades,2026-02-28,"WCCC resources list ROAD, TRACK, MOUNTAIN BIKE, and CYCLOCROSS categories, and conference About page states collegiate athletes participate in Mountain, Road, Track, and Cyclocross events.",Conference-level evidence for road/mtb/cyclocross/track disciplines.,true,true,,,,,,true,true,active,,info@usccycling.com,chatgpt-seed,Provisional conference-level seeding. Validate team-level disciplines per school. Secondary source: https://www.westerncollegiatecyclingconference.com/resources/about-us
